----------------------0----------------------
	355
7	31
	236
7	32
	164
7	33
	225
7	34
	355
7	35
	39
7	36
	86
7	37
	312
7	38
	0
7	39
	45
7	40
	355
7	41
	312
7	42
	245
7	43
	93
7	44
	128
7	45
	315
7	46
	121
7	47
	355
7	48
	0
7	49
	311
8	9
	167
8	10
	0
8	11
	19
8	12
	20
8	13
	0
8	14
	0
8	15
	381
8	16
	141
8	17
	383
8	18
	77
8	19
	91
8	20
	280
8	21
	253
8	22
	119
8	23
	192
8	24
	259
8	25
	0
8	26
	361
8	27
	280
8	28
	120
8	29
	53
8	30
	361
8	31
	51
8	32
	133
8	33
	213
8	34
	309
8	35
	52
8	36
	233
8	37
	156
8	38
	185
8	39
	91
8	40
	256
8	41
	209
8	42
	245
8	43
	280
8	44
	60
8	45
	286
8	46
	121
8	47
	297
8	48
	0
8	49
	154
9	10
	75
9	11
	167
9	12
	35
9	13
	167
9	14
	59
9	15
	221
9	16
	0
9	17
	99
9	18
	26
9	19
	47
9	20
	209
9	21
	209
9	22
	209
9	23
	98
9	24
	99
9	25
	145
9	26
	99
9	27
	209
9	28
	0
9	29
	0
9	30
	99
9	31
	167
9	32
	209
9	33
	0
9	34
	99
9	35
	125
9	36
	221
9	37
	26
9	38
	221
9	39
	169
9	40
	99
9	41
	26
9	42
	135
9	43
	209
9	44
	67
9	45
	99
9	46
	94
9	47
	99
9	48
	60
9	49
	26
10	11
	0
10	12
	20
10	13
	0
10	14
	0
10	15
	61
10	16
	75
10	17
	134
10	18
	75
10	19
	75
10	20
	0
10	21
	0
10	22
	0
10	23
	134
10	24
	134
10	25
	0
10	26
	134
10	27
	0
10	28
	75
10	29
	53
10	30
	134
10	31
	0
10	32
	0
10	33
	75
10	34
	134
10	35
	0
10	36
	73
10	37
	75
10	38
	61
10	39
	0
10	40
	134
10	41
	75
10	42
	134
10	43
	0
10	44
	75
10	45
	134
10	46
	121
10	47
	134
10	48
	0
10	49
	75
11	12
	20
11	13
	0
11	14
	0
11	15
	381
11	16
	141
11	17
	387
11	18
	77
11	19
	91
11	20
	315
11	21
	253
11	22
	119
11	23
	192
11	24
	259
11	25
	0
11	26
	367
11	27
	315
11	28
	120
11	29
	53
11	30
	393
11	31
	37
11	32
	128
11	33
	213
11	34
	316
11	35
	52
11	36
	233
11	37
	157
11	38
	185
11	39
	91
11	40
	273
11	41
	223
11	42
	245
11	43
	281
11	44
	60
11	45
	286
11	46
	121
11	47
	297
11	48
	0
11	49
	154
12	13
	20
12	14
	20
12	15
	32
12	16
	35
12	17
	75
12	18
	35
12	19
	35
12	20
	20
12	21
	20
12	22
	20
12	23
	75
12	24
	75
12	25
	20
12	26
	75
12	27
	20
12	28
	35
12	29
	0
12	30
	75
12	31
	20
12	32
	20
12	33
	35
12	34
	75
12	35
	20
12	36
	32
12	37
	35
12	38
	32
12	39
	20
12	40
	75
12	41
	35
12	42
	75
12	43
	20
12	44
	35
12	45
	75
12	46
	75
12	47
	75
12	48
	32
12	49
	35
13	14
	0
13	15
	306
13	16
	141
13	17
	289
13	18
	77
13	19
	91
13	20
	181
13	21
	181
13	22
	119
13	23
	192
13	24
	259
13	25
	0
13	26
	286
13	27
	181
13	28
	120
13	29
	53
13	30
	286
13	31
	0
13	32
	136
13	33
	191
13	34
	286
13	35
	52
13	36
	233
13	37
	106
13	38
	185
13	39
	91
13	40
	286
13	41
	106
13	42
	245
13	43
	181
13	44
	60
13	45
	286
13	46
	121
13	47
	286
13	48
	0
13	49
	106
14	15
	37
14	16
	59
14	17
	104
14	18
	59
14	19
	59
14	20
	0
14	21
	0
14	22
	0
14	23
	104
14	24
	104
14	25
	0
14	26
	104
14	27
	0
14	28
	59
14	29
	53
14	30
	104
14	31
	0
14	32
	0
14	33
	59
14	34
	104
14	35
	0
14	36
	44
14	37
	59
14	38
	37
14	39
	0
14	40
	104
14	41
	59
14	42
	104
14	43
	0
14	44
	59
14	45
	104
14	46
	104
14	47
	104
14	48
	0
14	49
	59
15	16
	216
15	17
	393
15	18
	250
15	19
	185
15	20
	138
15	21
	91
15	22
	130
15	23
	192
15	24
	259
15	25
	206
15	26
	460
15	27
	65
15	28
	120
15	29
	53
15	30
	462
15	31
	346
15	32
	256
15	33
	225
15	34
	502
15	35
	39
15	36
	86
15	37
	387
15	38
	0
15	39
	45
15	40
	590
15	41
	460
15	42
	245
15	43
	138
15	44
	128
15	45
	315
15	46
	121
15	47
	388
15	48
	0
15	49
	311
16	17
	125
16	18
	0
16	19
	47
16	20
	191
16	21
	191
16	22
	191
16	23
	98
16	24
	125
16	25
	141
16	26
	125
16	27
	191
16	28
	0
16	29
	0
16	30
	125
16	31
	141
16	32
	191
16	33
	0
16	34
	125
16	35
	125
16	36
	216
16	37
	0
16	38
	216
16	39
	169
16	40
	125
16	41
	0
16	42
	135
16	43
	191
16	44
	67
16	45
	125
16	46
	94
16	47
	125
16	48
	60
16	49
	0
17	18
	196
17	19
	169
17	20
	391
17	21
	391
17	22
	333
17	23
	34
17	24
	0
17	25
	266
17	26
	101
17	27
	391
17	28
	90
17	29
	67
17	30
	101
17	31
	384
17	32
	391
17	33
	54
17	34
	123
17	35
	173
17	36
	393
17	37
	200
17	38
	301
17	39
	218
17	40
	123
17	41
	251
17	42
	0
17	43
	391
17	44
	149
17	45
	59
17	46
	0
17	47
	123
17	48
	74
17	49
	142
18	19
	45
18	20
	189
18	21
	189
18	22
	189
18	23
	98
18	24
	125
18	25
	86
18	26
	196
18	27
	189
18	28
	0
18	29
	0
18	30
	196
18	31
	77
18	32
	178
18	33
	72
18	34
	196
18	35
	125
18	36
	250
18	37
	0
18	38
	250
18	39
	169
18	40
	196
18	41
	0
18	42
	135
18	43
	189
18	44
	67
18	45
	156
18	46
	94
18	47
	196
18	48
	60
18	49
	0
19	20
	152
19	21
	152
19	22
	152
19	23
	109
19	24
	167
19	25
	91
19	26
	169
19	27
	152
19	28
	0
19	29
	0
19	30
	169
19	31
	91
19	32
	152
19	33
	47
19	34
	169
19	35
	122
19	36
	185
19	37
	45
19	38
	185
19	39
	152
19	40
	169
19	41
	45
19	42
	135
19	43
	152
19	44
	0
19	45
	169
19	46
	101
19	47
	169
19	48
	60
19	49
	45
20	21
	0
20	22
	0
20	23
	192
20	24
	259
20	25
	105
20	26
	460
20	27
	86
20	28
	120
20	29
	53
20	30
	451
20	31
	216
20	32
	134
20	33
	225
20	34
	489
20	35
	0
20	36
	183
20	37
	326
20	38
	114
20	39
	31
20	40
	500
20	41
	412
20	42
	245
20	43
	0
20	44
	78
20	45
	315
20	46
	121
20	47
	388
20	48
	0
20	49
	280
21	22
	0
21	23
	192
21	24
	259
21	25
	105
21	26
	413
21	27
	0
21	28
	120
21	29
	53
21	30
	413
21	31
	216
21	32
	134
21	33
	225
21	34
	413
21	35
	0
21	36
	183
21	37
	326
21	38
	114
21	39
	31
21	40
	413
21	41
	336
21	42
	245
21	43
	0
21	44
	78
21	45
	315
21	46
	121
21	47
	388
21	48
	0
21	49
	280
22	23
	192
22	24
	259
22	25
	105
22	26
	333
22	27
	0
22	28
	120
22	29
	53
22	30
	333
22	31
	119
22	32
	22
22	33
	225
22	34
	333
22	35
	0
22	36
	183
22	37
	203
22	38
	121
22	39
	31
22	40
	333
22	41
	203
22	42
	245
22	43
	0
22	44
	78
22	45
	315
22	46
	121
22	47
	333
22	48
	0
22	49
	203
23	24
	34
23	25
	192
23	26
	34
23	27
	192
23	28
	90
23	29
	67
23	30
	34
23	31
	192
23	32
	192
23	33
	54
23	34
	34
23	35
	173
23	36
	192
23	37
	98
23	38
	192
23	39
	192
23	40
	34
23	41
	98
23	42
	0
23	43
	192
23	44
	109
23	45
	34
23	46
	0
23	47
	34
23	48
	74
23	49
	98
24	25
	259
24	26
	0
24	27
	259
24	28
	90
24	29
	67
24	30
	0
24	31
	259
24	32
	259
24	33
	54
24	34
	0
24	35
	173
24	36
	259
24	37
	125
24	38
	259
24	39
	218
24	40
	0
24	41
	125
24	42
	0
24	43
	259
24	44
	149
24	45
	0
24	46
	0
24	47
	0
24	48
	74
24	49
	125
25	26
	266
25	27
	105
25	28
	120
25	29
	53
25	30
	266
25	31
	0
25	32
	92
25	33
	145
25	34
	266
25	35
	52
25	36
	218
25	37
	86
25	38
	185
25	39
	91
25	40
	266
25	41
	86
25	42
	245
25	43
	105
25	44
	60
25	45
	266
25	46
	121
25	47
	266
25	48
	0
25	49
	86
26	27
	460
26	28
	90
26	29
	67
26	30
	0
26	31
	367
26	32
	419
26	33
	54
26	34
	73
26	35
	173
26	36
	430
26	37
	168
26	38
	301
26	39
	218
26	40
	73
26	41
	205
26	42
	0
26	43
	460
26	44
	149
26	45
	0
26	46
	0
26	47
	64
26	48
	74
26	49
	132
27	28
	120
27	29
	53
27	30
	451
27	31
	216
27	32
	134
27	33
	225
27	34
	485
27	35
	0
27	36
	183
27	37
	326
27	38
	114
27	39
	31
27	40
	485
27	41
	412
27	42
	245
27	43
	86
27	44
	78
27	45
	315
27	46
	121
27	47
	388
27	48
	0
27	49
	280
28	29
	0
28	30
	90
28	31
	120
28	32
	120
28	33
	0
28	34
	90
28	35
	120
28	36
	120
28	37
	0
28	38
	120
28	39
	120
28	40
	90
28	41
	0
28	42
	90
28	43
	120
28	44
	0
28	45
	90
28	46
	90
28	47
	90
28	48
	60
28	49
	0
29	30
	67
29	31
	53
29	32
	53
29	33
	0
29	34
	67
29	35
	53
29	36
	53
29	37
	0
29	38
	53
29	39
	53
29	40
	67
29	41
	0
29	42
	67
29	43
	53
29	44
	0
29	45
	67
29	46
	67
29	47
	67
29	48
	53
29	49
	0
30	31
	372
30	32
	419
30	33
	54
30	34
	102
30	35
	173
30	36
	430
30	37
	168
30	38
	301
30	39
	218
30	40
	102
30	41
	221
30	42
	0
30	43
	451
30	44
	149
30	45
	0
30	46
	0
30	47
	64
30	48
	74
30	49
	132
31	32
	103
31	33
	213
31	34
	317
31	35
	52
31	36
	233
31	37
	157
31	38
	185
31	39
	91
31	40
	318
31	41
	208
31	42
	245
31	43
	216
31	44
	60
31	45
	286
31	46
	121
31	47
	302
31	48
	0
31	49
	154
32	33
	225
32	34
	419
32	35
	0
32	36
	183
32	37
	222
32	38
	121
32	39
	31
32	40
	418
32	41
	222
32	42
	245
32	43
	134
32	44
	78
32	45
	315
32	46
	121
32	47
	388
32	48
	0
32	49
	222
33	34
	54
33	35
	125
33	36
	225
33	37
	72
33	38
	225
33	39
	169
33	40
	54
33	41
	72
33	42
	110
33	43
	225
33	44
	67
33	45
	54
33	46
	94
33	47
	54
33	48
	60
33	49
	72
34	35
	173
34	36
	430
34	37
	138
34	38
	301
34	39
	218
34	40
	0
34	41
	102
34	42
	0
34	43
	489
34	44
	149
34	45
	0
34	46
	0
34	47
	0
34	48
	74
34	49
	132
35	36
	71
35	37
	125
35	38
	39
35	39
	0
35	40
	173
35	41
	125
35	42
	173
35	43
	0
35	44
	78
35	45
	173
35	46
	121
35	47
	173
35	48
	0
35	49
	125
36	37
	297
36	38
	82
36	39
	92
36	40
	430
36	41
	297
36	42
	245
36	43
	183
36	44
	128
36	45
	315
36	46
	121
36	47
	388
36	48
	0
36	49
	297
37	38
	258
37	39
	169
37	40
	138
37	41
	0
37	42
	135
37	43
	326
37	44
	67
37	45
	132
37	46
	94
37	47
	149
37	48
	60
37	49
	0
38	39
	45
38	40
	301
38	41
	258
38	42
	245
38	43
	114
38	44
	128
38	45
	301
38	46
	121
38	47
	301
38	48
	0
38	49
	258
39	40
	218
39	41
	169
39	42
	218
39	43
	31
39	44
	78
39	45
	218
39	46
	121
39	47
	218
39	48
	0
39	49
	169
40	41
	79
40	42
	0
40	43
	500
40	44
	149
40	45
	0
40	46
	0
40	47
	0
40	48
	74
40	49
	132
41	42
	135
41	43
	354
41	44
	67
41	45
	132
41	46
	94
41	47
	149
41	48
	60
41	49
	0
42	43
	245
42	44
	135
42	45
	0
42	46
	0
42	47
	0
42	48
	74
42	49
	135
43	44
	78
43	45
	315
43	46
	121
43	47
	388
43	48
	0
43	49
	280
44	45
	149
44	46
	101
44	47
	149
44	48
	60
44	49
	67
45	46
	0
45	47
	0
45	48
	74
45	49
	132
46	47
	0
46	48
	74
46	49
	94
47	48
	74
47	49
	132
48	49
	60
----------------------1----------------------
0	2
	185
0	3
	300
0	4
	141
0	5
	251
0	6
	251
0	7
	251
0	8
	345
0	9
	99
0	10
	129
0	11
	380
0	12
	62
0	13
	286
0	14
	104
0	15
	251
0	16
	125
0	17
	123
0	18
	196
0	19
	169
0	20
	300
0	21
	251
0	22
	251
0	23
	34
0	24
	0
0	25
	251
0	26
	73
0	27
	251
0	28
	90
0	29
	62
0	30
	102
0	31
	300
0	32
	300
0	33
	54
0	34
	54
0	35
	129
0	36
	129
0	37
	138
0	38
	129
0	39
	129
0	40
	257
0	41
	168
0	42
	0
0	43
	300
0	44
	141
0	45
	0
0	46
	0
0	47
	0
0	48
	74
0	49
	132
2	3
	101
2	4
	117
2	5
	117
2	6
	117
2	7
	117
2	8
	0
2	9
	175
2	10
	117
2	11
	0
2	12
	185
2	13
	101
2	14
	117
2	15
	117
2	16
	177
2	17
	185
2	18
	117
2	19
	117
2	20
	101
2	21
	117
2	22
	117
2	23
	185
2	24
	185
2	25
	117
2	26
	80
2	27
	117
2	28
	185
2	29
	185
2	30
	186
2	31
	101
2	32
	101
2	33
	184
2	34
	0
2	35
	117
2	36
	117
2	37
	0
2	38
	117
2	39
	117
2	40
	147
2	41
	62
2	42
	185
2	43
	101
2	44
	117
2	45
	165
2	46
	185
2	47
	110
2	48
	117
2	49
	80
3	4
	236
3	5
	149
3	6
	249
3	7
	249
3	8
	68
3	9
	96
3	10
	262
3	11
	100
3	12
	279
3	13
	0
3	14
	280
3	15
	195
3	16
	98
3	17
	241
3	18
	66
3	19
	128
3	20
	0
3	21
	195
3	22
	181
3	23
	165
3	24
	142
3	25
	124
3	26
	80
3	27
	195
3	28
	188
3	29
	255
3	30
	157
3	31
	0
3	32
	97
3	33
	111
3	34
	54
3	35
	293
3	36
	336
3	37
	67
3	38
	318
3	39
	282
3	40
	191
3	41
	115
3	42
	221
3	43
	123
3	44
	187
3	45
	111
3	46
	237
3	47
	63
3	48
	311
3	49
	0
4	5
	106
4	6
	91
4	7
	91
4	8
	241
4	9
	76
4	10
	59
4	11
	301
4	12
	96
4	13
	108
4	14
	88
4	15
	106
4	16
	50
4	17
	241
4	18
	0
4	19
	0
4	20
	236
4	21
	106
4	22
	91
4	23
	143
4	24
	142
4	25
	84
4	26
	80
4	27
	106
4	28
	67
4	29
	81
4	30
	157
4	31
	213
4	32
	215
4	33
	111
4	34
	54
4	35
	62
4	36
	42
4	37
	67
4	38
	42
4	39
	42
4	40
	191
4	41
	115
4	42
	190
4	43
	215
4	44
	0
4	45
	111
4	46
	161
4	47
	63
4	48
	103
4	49
	0
5	6
	0
5	7
	0
5	8
	230
5	9
	93
5	10
	145
5	11
	253
5	12
	191
5	13
	103
5	14
	174
5	15
	0
5	16
	82
5	17
	241
5	18
	0
5	19
	72
5	20
	149
5	21
	0
5	22
	0
5	23
	165
5	24
	142
5	25
	0
5	26
	80
5	27
	0
5	28
	155
5	29
	189
5	30
	157
5	31
	149
5	32
	76
5	33
	111
5	34
	54
5	35
	150
5	36
	172
5	37
	67
5	38
	172
5	39
	148
5	40
	191
5	41
	115
5	42
	221
5	43
	73
5	44
	112
5	45
	111
5	46
	233
5	47
	63
5	48
	201
5	49
	0
6	7
	0
6	8
	230
6	9
	93
6	10
	145
6	11
	289
6	12
	191
6	13
	103
6	14
	174
6	15
	91
6	16
	82
6	17
	241
6	18
	0
6	19
	72
6	20
	281
6	21
	91
6	22
	0
6	23
	165
6	24
	142
6	25
	0
6	26
	80
6	27
	91
6	28
	155
6	29
	189
6	30
	157
6	31
	164
6	32
	76
6	33
	111
6	34
	54
6	35
	150
6	36
	43
6	37
	67
6	38
	43
6	39
	108
6	40
	191
6	41
	115
6	42
	221
6	43
	154
6	44
	112
6	45
	111
6	46
	233
6	47
	63
6	48
	202
6	49
	0
7	8
	230
7	9
	93
7	10
	145
7	11
	289
7	12
	191
7	13
	103
7	14
	174
7	15
	93
7	16
	82
7	17
	241
7	18
	0
7	19
	72
7	20
	310
7	21
	91
7	22
	0
7	23
	165
7	24
	142
7	25
	0
7	26
	80
7	27
	93
7	28
	155
7	29
	189
7	30
	157
7	31
	164
7	32
	76
7	33
	111
7	34
	54
7	35
	150
7	36
	54
7	37
	67
7	38
	43
7	39
	108
7	40
	191
7	41
	115
7	42
	221
7	43
	154
7	44
	112
7	45
	111
7	46
	233
7	47
	63
7	48
	218
7	49
	0
8	9
	175
8	10
	241
8	11
	0
8	12
	345
8	13
	118
8	14
	241
8	15
	230
8	16
	177
8	17
	281
8	18
	146
8	19
	202
8	20
	68
8	21
	230
8	22
	230
8	23
	238
8	24
	200
8	25
	213
8	26
	80
8	27
	230
8	28
	268
8	29
	333
8	30
	186
8	31
	68
8	32
	68
8	33
	184
8	34
	0
8	35
	241
8	36
	241
8	37
	0
8	38
	241
8	39
	241
8	40
	147
8	41
	62
8	42
	292
8	43
	68
8	44
	241
8	45
	165
8	46
	314
8	47
	110
8	48
	241
8	49
	80
9	10
	76
9	11
	175
9	12
	73
9	13
	96
9	14
	76
9	15
	93
9	16
	0
9	17
	99
9	18
	93
9	19
	76
9	20
	96
9	21
	93
9	22
	93
9	23
	53
9	24
	0
9	25
	93
9	26
	73
9	27
	93
9	28
	73
9	29
	73
9	30
	102
9	31
	96
9	32
	96
9	33
	0
9	34
	54
9	35
	76
9	36
	76
9	37
	138
9	38
	76
9	39
	76
9	40
	257
9	41
	168
9	42
	99
9	43
	96
9	44
	76
9	45
	0
9	46
	99
9	47
	0
9	48
	76
9	49
	96
10	11
	301
10	12
	55
10	13
	108
10	14
	0
10	15
	145
10	16
	50
10	17
	241
10	18
	0
10	19
	0
10	20
	262
10	21
	145
10	22
	145
10	23
	143
10	24
	142
10	25
	84
10	26
	80
10	27
	145
10	28
	67
10	29
	75
10	30
	157
10	31
	213
10	32
	222
10	33
	111
10	34
	54
10	35
	0
10	36
	0
10	37
	67
10	38
	0
10	39
	0
10	40
	191
10	41
	115
10	42
	190
10	43
	262
10	44
	0
10	45
	111
10	46
	161
10	47
	63
10	48
	0
10	49
	0
11	12
	355
11	13
	118
11	14
	301
11	15
	289
11	16
	177
11	17
	281
11	18
	146
11	19
	202
11	20
	100
11	21
	289
11	22
	289
11	23
	238
11	24
	200
11	25
	213
11	26
	80
11	27
	289
11	28
	268
11	29
	333
11	30
	186
11	31
	68
11	32
	100
11	33
	184
11	34
	0
11	35
	301
11	36
	301
11	37
	0
11	38
	301
11	39
	301
11	40
	147
11	41
	62
11	42
	292
11	43
	100
11	44
	260
11	45
	165
11	46
	314
11	47
	110
11	48
	301
11	49
	80
12	13
	261
12	14
	29
12	15
	191
12	16
	81
12	17
	123
12	18
	159
12	19
	84
12	20
	279
12	21
	191
12	22
	191
12	23
	0
12	24
	0
12	25
	173
12	26
	73
12	27
	191
12	28
	0
12	29
	0
12	30
	102
12	31
	279
12	32
	279
12	33
	46
12	34
	54
12	35
	55
12	36
	55
12	37
	138
12	38
	55
12	39
	55
12	40
	257
12	41
	168
12	42
	57
12	43
	279
12	44
	67
12	45
	0
12	46
	72
12	47
	0
12	48
	20
12	49
	132
13	14
	108
13	15
	103
13	16
	98
13	17
	241
13	18
	66
13	19
	108
13	20
	0
13	21
	103
13	22
	103
13	23
	165
13	24
	142
13	25
	103
13	26
	80
13	27
	103
13	28
	188
13	29
	255
13	30
	157
13	31
	0
13	32
	0
13	33
	111
13	34
	54
13	35
	108
13	36
	108
13	37
	67
13	38
	108
13	39
	108
13	40
	191
13	41
	115
13	42
	221
13	43
	0
13	44
	108
13	45
	111
13	46
	237
13	47
	63
13	48
	108
13	49
	0
14	15
	174
14	16
	50
14	17
	241
14	18
	0
14	19
	0
14	20
	280
14	21
	174
14	22
	174
14	23
	143
14	24
	142
14	25
	84
14	26
	80
14	27
	174
14	28
	67
14	29
	59
14	30
	157
14	31
	213
14	32
	222
14	33
	111
14	34
	54
14	35
	30
14	36
	30
14	37
	67
14	38
	30
14	39
	30
14	40
	191
14	41
	115
14	42
	190
14	43
	280
14	44
	0
14	45
	111
14	46
	161
14	47
	63
14	48
	0
14	49
	0
15	16
	82
15	17
	241
15	18
	0
15	19
	72
15	20
	215
15	21
	0
15	22
	55
15	23
	165
15	24
	142
15	25
	0
15	26
	80
15	27
	0
15	28
	155
15	29
	189
15	30
	157
15	31
	164
15	32
	76
15	33
	111
15	34
	54
15	35
	150
15	36
	184
15	37
	67
15	38
	129
15	39
	148
15	40
	191
15	41
	115
15	42
	221
15	43
	98
15	44
	112
15	45
	111
15	46
	233
15	47
	63
15	48
	218
15	49
	0
16	17
	123
16	18
	82
16	19
	50
16	20
	98
16	21
	82
16	22
	82
16	23
	53
16	24
	0
16	25
	82
16	26
	73
16	27
	82
16	28
	81
16	29
	81
16	30
	102
16	31
	98
16	32
	98
16	33
	0
16	34
	54
16	35
	50
16	36
	50
16	37
	138
16	38
	50
16	39
	50
16	40
	257
16	41
	168
16	42
	103
16	43
	98
16	44
	50
16	45
	0
16	46
	125
16	47
	0
16	48
	50
16	49
	96
17	18
	196
17	19
	175
17	20
	241
17	21
	241
17	22
	241
17	23
	67
17	24
	0
17	25
	241
17	26
	73
17	27
	241
17	28
	123
17	29
	123
17	30
	102
17	31
	241
17	32
	241
17	33
	54
17	34
	54
17	35
	241
17	36
	241
17	37
	138
17	38
	241
17	39
	241
17	40
	257
17	41
	168
17	42
	110
17	43
	241
17	44
	213
17	45
	0
17	46
	123
17	47
	0
17	48
	241
17	49
	132
18	19
	0
18	20
	66
18	21
	0
18	22
	0
18	23
	165
18	24
	142
18	25
	0
18	26
	80
18	27
	0
18	28
	155
18	29
	159
18	30
	157
18	31
	66
18	32
	66
18	33
	111
18	34
	54
18	35
	0
18	36
	0
18	37
	67
18	38
	0
18	39
	0
18	40
	191
18	41
	115
18	42
	196
18	43
	66
18	44
	0
18	45
	111
18	46
	196
18	47
	63
18	48
	0
18	49
	0
19	20
	128
19	21
	72
19	22
	72
19	23
	143
19	24
	142
19	25
	72
19	26
	80
19	27
	72
19	28
	84
19	29
	84
19	30
	157
19	31
	128
19	32
	128
19	33
	111
19	34
	54
19	35
	0
19	36
	0
19	37
	67
19	38
	0
19	39
	0
19	40
	191
19	41
	115
19	42
	175
19	43
	128
19	44
	0
19	45
	111
19	46
	169
19	47
	63
19	48
	0
19	49
	0
20	21
	225
20	22
	181
20	23
	165
20	24
	142
20	25
	124
20	26
	80
20	27
	215
20	28
	188
20	29
	255
20	30
	157
20	31
	0
20	32
	97
20	33
	111
20	34
	54
20	35
	293
20	36
	360
20	37
	67
20	38
	318
20	39
	282
20	40
	191
20	41
	115
20	42
	221
20	43
	129
20	44
	187
20	45
	111
20	46
	237
20	47
	63
20	48
	311
20	49
	0
21	22
	55
21	23
	165
21	24
	142
21	25
	0
21	26
	80
21	27
	0
21	28
	155
21	29
	189
21	30
	157
21	31
	164
21	32
	76
21	33
	111
21	34
	54
21	35
	150
21	36
	129
21	37
	67
21	38
	129
21	39
	148
21	40
	191
21	41
	115
21	42
	221
21	43
	97
21	44
	112
21	45
	111
21	46
	233
21	47
	63
21	48
	218
21	49
	0
22	23
	165
22	24
	142
22	25
	0
22	26
	80
22	27
	55
22	28
	155
22	29
	189
22	30
	157
22	31
	164
22	32
	76
22	33
	111
22	34
	54
22	35
	150
22	36
	115
22	37
	67
22	38
	115
22	39
	116
22	40
	191
22	41
	115
22	42
	221
22	43
	129
22	44
